Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby LLaMA model :)
dim = 128
n_layers = 3
n_heads = 4
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
model_conf = ModelArgs(dim=128, n_layers=3, n_heads=4, vocab_size=65, multiple_of=8, norm_eps=1e-06, max_batch_size=64, max_seq_len=256)
number of parameters: 13.20M
num decayed parameter tensors: 30, with 13,208,832 parameters
num non-decayed parameter tensors: 7, with 896 parameters
using fused AdamW: False
step 0: train loss 4.2999, val loss 4.2986
iter 0: loss 4.29033709, time 24125.98ms
iter 1: loss 4.30394745, time 5387.01ms
iter 2: loss 4.29719925, time 176.24ms
iter 3: loss 4.29770279, time 79.78ms
iter 4: loss 4.28736448, time 79.60ms
iter 5: loss 4.28067827, time 77.96ms
iter 6: loss 4.25625801, time 78.74ms
iter 7: loss 4.23985910, time 76.99ms
iter 8: loss 4.22472239, time 76.95ms
iter 9: loss 4.19793558, time 103.72ms
iter 10: loss 4.17114115, time 77.30ms
iter 11: loss 4.14317608, time 77.99ms
iter 12: loss 4.11671591, time 77.06ms
iter 13: loss 4.08421040, time 77.55ms
iter 14: loss 4.04049206, time 78.53ms
iter 15: loss 4.01002312, time 77.93ms
iter 16: loss 3.96273351, time 77.21ms
iter 17: loss 3.91819811, time 76.79ms
iter 18: loss 3.86905789, time 77.32ms
iter 19: loss 3.82663536, time 76.12ms
iter 20: loss 3.79099035, time 76.45ms
iter 21: loss 3.74072504, time 76.19ms
iter 22: loss 3.66205978, time 75.99ms
iter 23: loss 3.61921382, time 76.36ms
iter 24: loss 3.55297899, time 75.42ms
iter 25: loss 3.50535512, time 75.94ms
iter 26: loss 3.44937110, time 75.32ms
iter 27: loss 3.39601731, time 76.46ms
iter 28: loss 3.36108875, time 75.87ms
iter 29: loss 3.31947660, time 75.61ms
iter 30: loss 3.25145841, time 76.13ms
iter 31: loss 3.23891425, time 111.59ms
iter 32: loss 3.20062685, time 76.13ms
iter 33: loss 3.14612889, time 76.13ms
iter 34: loss 3.13865590, time 76.02ms
iter 35: loss 3.08595109, time 76.07ms
iter 36: loss 3.07121038, time 76.04ms
iter 37: loss 3.04686427, time 75.82ms
iter 38: loss 3.02250004, time 75.08ms
iter 39: loss 3.00615478, time 74.36ms
iter 40: loss 2.98932695, time 74.90ms
iter 41: loss 2.94157887, time 75.50ms
iter 42: loss 2.93863773, time 75.60ms
iter 43: loss 2.90177250, time 74.75ms
iter 44: loss 2.86500263, time 75.02ms
iter 45: loss 2.86284709, time 75.74ms
iter 46: loss 2.85980177, time 75.39ms
iter 47: loss 2.82899117, time 75.07ms
iter 48: loss 2.79152179, time 75.76ms
iter 49: loss 2.79798007, time 76.28ms
iter 50: loss 2.74614620, time 75.96ms
iter 51: loss 2.75630474, time 75.16ms
iter 52: loss 2.77856350, time 75.02ms
iter 53: loss 2.75425339, time 75.95ms
iter 54: loss 2.74538612, time 75.25ms
iter 55: loss 2.71074653, time 75.12ms
iter 56: loss 2.70081043, time 102.99ms
iter 57: loss 2.68815613, time 75.82ms
iter 58: loss 2.68558168, time 74.66ms
iter 59: loss 2.67476368, time 75.51ms
iter 60: loss 2.66838408, time 75.64ms
iter 61: loss 2.63404369, time 75.43ms
iter 62: loss 2.65497327, time 75.38ms
iter 63: loss 2.63643122, time 75.71ms
iter 64: loss 2.63261938, time 76.10ms
iter 65: loss 2.62428546, time 74.74ms
iter 66: loss 2.61591387, time 75.90ms
iter 67: loss 2.60142350, time 75.98ms
iter 68: loss 2.58888841, time 75.70ms
iter 69: loss 2.59148479, time 76.06ms
iter 70: loss 2.58536983, time 76.09ms
iter 71: loss 2.57689714, time 75.46ms
iter 72: loss 2.57378554, time 74.76ms
iter 73: loss 2.56915617, time 75.76ms
iter 74: loss 2.54599237, time 75.18ms
iter 75: loss 2.52181363, time 75.77ms
iter 76: loss 2.51511812, time 75.14ms
iter 77: loss 2.51355910, time 75.25ms
iter 78: loss 2.51549625, time 75.61ms
iter 79: loss 2.49376917, time 75.02ms
iter 80: loss 2.48878169, time 75.88ms
iter 81: loss 2.50680113, time 75.76ms
iter 82: loss 2.47979021, time 107.91ms
iter 83: loss 2.46109557, time 75.03ms
iter 84: loss 2.46402931, time 75.10ms
iter 85: loss 2.45610762, time 74.98ms
iter 86: loss 2.44519830, time 74.98ms
iter 87: loss 2.45563340, time 75.66ms
iter 88: loss 2.45441628, time 74.96ms
iter 89: loss 2.44549918, time 75.39ms
iter 90: loss 2.42005539, time 75.50ms
iter 91: loss 2.44691348, time 75.46ms
iter 92: loss 2.41312337, time 75.10ms
iter 93: loss 2.41288972, time 74.71ms
iter 94: loss 2.41272712, time 75.10ms
iter 95: loss 2.39908624, time 74.98ms
iter 96: loss 2.41682076, time 75.26ms
iter 97: loss 2.41167164, time 75.27ms
iter 98: loss 2.41243124, time 75.19ms
iter 99: loss 2.37176728, time 75.35ms
iter 100: loss 2.39160061, time 75.11ms
iter 101: loss 2.39925766, time 74.92ms
iter 102: loss 2.39130378, time 101.45ms
iter 103: loss 2.38851190, time 75.29ms
iter 104: loss 2.37103128, time 75.38ms
iter 105: loss 2.36300015, time 75.04ms
iter 106: loss 2.35595441, time 75.50ms
iter 107: loss 2.35145307, time 75.84ms
iter 108: loss 2.36050010, time 75.31ms
iter 109: loss 2.33455038, time 75.25ms
iter 110: loss 2.34076071, time 75.40ms
iter 111: loss 2.32768059, time 75.22ms
iter 112: loss 2.33326602, time 74.70ms
iter 113: loss 2.32791781, time 76.43ms
